year_month,estimate,month_of_release,passenger_type,direction,sex,age,standard_error,status
2018-03,-1,2020-09,Long-term migrant,Net,Female,80-84 years,0,Final
2018-03,-7,2020-09,Long-term migrant,Net,Male,80-84 years,0,Final
2018-03,-3,2020-09,Long-term migrant,Net,Female,85-89 years,0,Final
2018-03,1,2020-09,Long-term migrant,Net,Male,85-89 years,0,Final
2018-03,1,2020-09,Long-term migrant,Net,Male,90+ years,0,Final
2018-03,821,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,0,Final
2018-03,404,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,0,Final
2018-03,589,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,0,Final
2018-03,1539,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,0,Final
2018-03,2329,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,0,Final
2018-03,1623,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,0,Final
2018-03,1021,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,0,Final
2018-03,606,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,0,Final
2018-03,417,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,0,Final
2018-03,547,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,0,Final
2018-03,286,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,0,Final
2018-03,285,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2018-03,295,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2018-03,148,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2018-03,56,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2018-03,35,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2018-03,17,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2018-03,7,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2018-03,479,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2018-03,160,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2018-03,316,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2018-03,1243,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2018-03,1895,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2018-03,1004,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2018-03,574,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2018-03,369,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2018-03,322,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2018-03,287,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2018-03,283,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2018-03,247,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2018-03,203,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2018-03,119,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2018-03,75,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2018-03,46,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2018-03,25,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2018-03,9,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2018-03,342,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2018-03,244,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2018-03,273,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2018-03,296,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2018-03,434,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2018-03,619,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2018-03,447,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2018-03,237,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2018-03,95,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2018-03,260,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2018-03,3,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2018-03,38,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2018-03,92,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2018-03,29,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2018-03,-19,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2018-03,-11,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2018-03,-8,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2018-03,-2,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2018-03,5,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2018-03,4,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2018-03,1,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2018-03,5333,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2018-03,5697,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2018-03,3682,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2018-03,3978,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2018-03,1651,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2018-03,1719,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2018-03,11030,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2018-03,7660,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2018-03,3370,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2018-04,296,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2018-04,335,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2018-04,214,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2018-04,239,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2018-04,307,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2018-04,289,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2018-04,555,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2018-04,493,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2018-04,877,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2018-04,750,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2018-04,575,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2018-04,621,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2018-04,343,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2018-04,436,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2018-04,247,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2018-04,291,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2018-04,174,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2018-04,206,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2018-04,261,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2018-04,272,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2018-04,107,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2018-04,139,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2018-04,123,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2018-04,109,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2018-04,127,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2018-04,114,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2018-04,55,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2018-04,73,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2018-04,36,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2018-04,19,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2018-04,21,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2018-04,18,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2018-04,7,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2018-04,11,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2018-04,2,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2018-04,3,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2018-04,3,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2018-04,1,2020-09,Long-term migrant,Arrivals,Male,90+ years,0,Final
2018-04,209,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2018-04,218,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2018-04,122,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2018-04,132,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2018-04,152,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2018-04,140,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2018-04,521,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2018-04,577,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2018-04,807,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2018-04,869,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2018-04,397,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2018-04,466,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2018-04,255,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2018-04,282,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2018-04,181,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2018-04,196,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2018-04,142,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2018-04,175,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2018-04,175,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2018-04,196,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2018-04,130,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2018-04,138,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2018-04,124,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2018-04,106,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2018-04,100,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2018-04,85,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2018-04,65,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2018-04,83,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2018-04,37,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2018-04,38,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2018-04,21,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2018-04,23,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2018-04,9,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2018-04,13,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2018-04,4,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2018-04,5,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2018-04,1,2020-09,Long-term migrant,Departures,Female,90+ years,0,Final
2018-04,2,2020-09,Long-term migrant,Departures,Male,90+ years,0,Final
2018-04,87,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2018-04,117,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2018-04,92,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2018-04,107,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2018-04,155,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2018-04,149,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2018-04,34,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2018-04,-84,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2018-04,70,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2018-04,-119,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2018-04,178,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2018-04,155,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2018-04,88,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2018-04,154,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2018-04,66,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
2018-04,95,2020-09,Long-term migrant,Net,Male,40-44 years,0,Final
2018-04,32,2020-09,Long-term migrant,Net,Female,45-49 years,0,Final
2018-04,31,2020-09,Long-term migrant,Net,Male,45-49 years,0,Final
2018-04,86,2020-09,Long-term migrant,Net,Female,5-9 years,0,Final
2018-04,76,2020-09,Long-term migrant,Net,Male,5-9 years,0,Final
2018-04,-23,2020-09,Long-term migrant,Net,Female,50-54 years,0,Final
2018-04,1,2020-09,Long-term migrant,Net,Male,50-54 years,0,Final
2018-04,-1,2020-09,Long-term migrant,Net,Female,55-59 years,0,Final
2018-04,3,2020-09,Long-term migrant,Net,Male,55-59 years,0,Final
2018-04,27,2020-09,Long-term migrant,Net,Female,60-64 years,0,Final
2018-04,29,2020-09,Long-term migrant,Net,Male,60-64 years,0,Final
2018-04,-10,2020-09,Long-term migrant,Net,Female,65-69 years,0,Final
2018-04,-10,2020-09,Long-term migrant,Net,Male,65-69 years,0,Final
2018-04,-1,2020-09,Long-term migrant,Net,Female,70-74 years,0,Final
2018-04,-19,2020-09,Long-term migrant,Net,Male,70-74 years,0,Final
2018-04,-5,2020-09,Long-term migrant,Net,Male,75-79 years,0,Final
2018-04,-2,2020-09,Long-term migrant,Net,Female,80-84 years,0,Final
2018-04,-2,2020-09,Long-term migrant,Net,Male,80-84 years,0,Final
2018-04,-2,2020-09,Long-term migrant,Net,Female,85-89 years,0,Final
2018-04,-2,2020-09,Long-term migrant,Net,Male,85-89 years,0,Final
2018-04,2,2020-09,Long-term migrant,Net,Female,90+ years,0,Final
2018-04,-1,2020-09,Long-term migrant,Net,Male,90+ years,0,Final
2018-04,631,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,0,Final
2018-04,453,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,0,Final
2018-04,596,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,0,Final
2018-04,1048,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,0,Final
2018-04,1627,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,0,Final
2018-04,1196,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,0,Final
2018-04,779,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,0,Final
2018-04,538,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,0,Final
2018-04,380,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,0,Final
2018-04,533,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,0,Final
2018-04,246,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,0,Final
2018-04,232,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2018-04,241,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2018-04,128,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2018-04,55,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2018-04,39,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2018-04,18,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2018-04,5,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2018-04,427,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2018-04,254,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2018-04,292,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2018-04,1098,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2018-04,1676,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2018-04,863,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2018-04,537,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2018-04,377,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2018-04,317,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2018-04,371,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2018-04,268,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2018-04,230,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2018-04,185,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2018-04,148,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2018-04,75,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2018-04,44,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2018-04,22,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2018-04,9,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2018-04,204,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2018-04,199,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2018-04,304,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2018-04,-50,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2018-04,-49,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2018-04,333,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2018-04,242,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2018-04,161,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2018-04,63,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2018-04,162,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2018-04,-22,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2018-04,2,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2018-04,56,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2018-04,-20,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2018-04,-20,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2018-04,-5,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2018-04,-4,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2018-04,-4,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2018-04,4,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2018-04,3,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2018-04,1,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2018-04,4330,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2018-04,4419,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2018-04,3452,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2018-04,3744,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2018-04,878,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2018-04,675,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2018-04,8749,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2018-04,7196,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2018-04,1553,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2018-05,295,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2018-05,336,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2018-05,165,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2018-05,184,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2018-05,226,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2018-05,267,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2018-05,720,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2018-05,604,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2018-05,1021,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2018-05,844,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2018-05,589,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2018-05,696,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2018-05,360,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2018-05,486,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2018-05,227,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2018-05,375,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2018-05,163,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2018-05,228,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2018-05,244,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2018-05,233,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2018-05,125,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2018-05,145,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2018-05,144,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2018-05,136,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2018-05,126,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2018-05,124,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2018-05,75,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2018-05,70,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2018-05,32,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2018-05,42,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2018-05,20,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2018-05,19,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2018-05,12,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2018-05,9,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2018-05,2,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2018-05,5,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2018-05,1,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2018-05,1,2020-09,Long-term migrant,Arrivals,Male,90+ years,0,Final
2018-05,265,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2018-05,264,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2018-05,91,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2018-05,87,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2018-05,164,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2018-05,153,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2018-05,593,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2018-05,606,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2018-05,892,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2018-05,919,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2018-05,471,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2018-05,509,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2018-05,238,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2018-05,308,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2018-05,167,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2018-05,191,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2018-05,142,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2018-05,177,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2018-05,127,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2018-05,146,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2018-05,142,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2018-05,159,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2018-05,131,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2018-05,136,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2018-05,98,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2018-05,88,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2018-05,96,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2018-05,85,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2018-05,48,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2018-05,48,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2018-05,31,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2018-05,24,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2018-05,16,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2018-05,16,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2018-05,9,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2018-05,4,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2018-05,4,2020-09,Long-term migrant,Departures,Female,90+ years,0,Final
2018-05,1,2020-09,Long-term migrant,Departures,Male,90+ years,0,Final
2018-05,30,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2018-05,72,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2018-05,74,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2018-05,97,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2018-05,62,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2018-05,114,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2018-05,127,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2018-05,-2,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2018-05,129,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2018-05,-75,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2018-05,118,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2018-05,187,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2018-05,122,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2018-05,178,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2018-05,60,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
2018-05,184,2020-09,Long-term migrant,Net,Male,40-44 years,0,Final
2018-05,21,2020-09,Long-term migrant,Net,Female,45-49 years,0,Final
2018-05,51,2020-09,Long-term migrant,Net,Male,45-49 years,0,Final
2018-05,117,2020-09,Long-term migrant,Net,Female,5-9 years,0,Final
2018-05,87,2020-09,Long-term migrant,Net,Male,5-9 years,0,Final
2018-05,-17,2020-09,Long-term migrant,Net,Female,50-54 years,0,Final
2018-05,-14,2020-09,Long-term migrant,Net,Male,50-54 years,0,Final
2018-05,13,2020-09,Long-term migrant,Net,Female,55-59 years,0,Final
2018-05,28,2020-09,Long-term migrant,Net,Female,60-64 years,0,Final
2018-05,36,2020-09,Long-term migrant,Net,Male,60-64 years,0,Final
2018-05,-21,2020-09,Long-term migrant,Net,Female,65-69 years,0,Final
2018-05,-15,2020-09,Long-term migrant,Net,Male,65-69 years,0,Final
